bg,Web TV,Bulgaria on air,http://lb-hls.cdn.bg/2006/fls/bonair.stream/playlist.m3u8,text/html; charset=iso-8859-1,302
bg,Web TV,tv.traveltv.bg,https://streamer103.neterra.tv/travel/live.m3u8,application/vnd.apple.mpegurl,200
bg,Web TV,thevoice.bg/tv,https://bss1.neterra.tv/thevoice/stream_0.m3u8,application/vnd.apple.mpegurl,200
bg,Web TV,rmtv.bg,https://transcoder1.bitcare.eu/streaming/rimextv/rmtv.m3u8,application/x-mpegURL,200
bg,Web TV,city.bg/tv,https://tv.city.bg/play/tshls/citytv/2.m3u8,application/x-mpegURL,200
ca,Web Radio,Cugat ràdio,http://directe.cugat.cat:80/directeHQ.mp3,audio/mpeg,200
ca,Web Radio,Amposta Ràdio,http://endirecte.amposta.cat:8000/radio,audio/mpeg,200
ca,Web Radio,Alcudia Ràdio,https://streaming.enacast.com/alcudiaradio128.mp3,audio/mpeg,200
zh,Web Radio,FM 1320 – Your Favourite Music – Listen Live 在線收聽,https://n07.radiojar.com/60sqadqu97zuv?1658084996=&rj-tok=AAABgg2az1wAgV19FPZcR5SCaw&rj-ttl=5,undefined,302
hr,Web TV,Al Jazeera Balkans (1080p),https://live-hls-web-ajb.getaj.net/AJB/index.m3u8,application/vnd.apple.mpegurl,200
hr,Web Radio,Antena Zagreb Dance,http://live.antenazagreb.hr:8015,audio/aacp,200
hr,Web Radio,Antena Zagreb Rock,http://live.antenazagreb.hr:8019,audio/aacp,200
hr,Web Radio,Antena Zagreb Hit,http://live.antenazagreb.hr:8011,audio/aacp,200
hr,Web Radio,Antena Zagreb,http://live.antenazagreb.hr:8000/,audio/aacp,200
hr,Web Radio,Antena Zagreb Love,http://live.antenazagreb.hr:8007,audio/aacp,200
hr,Web Radio,RADIO BANOVINA,http://stream1.radio-banovina.hr:8005,audio/mpeg,200
hr,Web Radio,RADIO 101,http://live.radio101.hr:9531/stream.mp3,audio/mpeg,200
hr,Web Radio,RADIO DALMACIJA,http://shoutcast.pondi.hr:8000/,audio/aacp,200
hr,Web Radio,RADIO DEEJAY,http://live.radiodeejay.hr:7002/,audio/mpeg,200
hr,Web Radio,YammatFM,https://www.yammat.fm/listen.m3u,text/html; charset=iso-8859-1,301
hr,Web Radio,Radio Tvornica,http://c8.hostingcentar.com:10004/stream/tvornica/stream.pls?nocache=,audio/mpeg,200
hr,Web Radio,RADIO MAX,https://azuracast.novi-net.net/radio/8010/radiomax.mp3,audio/mpeg,200
cs,Web Radio,Cesky rozhlas 1 - Radiozurnal (cz),http://radio.cesnet.cz/cgi-bin/cro1-256-ogg.pls,text/html; charset=iso-8859-1,301
cs,Web Radio,CRo Hradec Kralove,http://icecast2.play.cz/crohk128.mp3,text/html; charset=utf-8,404
cs,Web Radio,Slow radio - Vtaci zpev,http://icecast3.play.cz/slowradio32.aac,text/html; charset=utf-8,404
cs,Web Radio,Radio Blanik,http://ice.abradio.cz/blanikcz128.mp3,audio/mpeg,200
cs,Web Radio,Alternative times Radio,http://ice3.abradio.cz/alternative128.mp3,audio/mpeg,200
cs,Web Radio,Pohadka,http://ice3.abradio.cz/pohadka128.mp3,audio/mpeg,200
cs,Web Radio,Applaus Rádio,http://mp3stream3.abradio.cz:8000/applaus128.mp3,audio/mpeg,200
cs,Web TV,Elektrika,https://rtmp.elektrika.cz/live/myStream.sdp/playlist.m3u8,application/vnd.apple.mpegurl,200
cs,Web Radio,Radio Domino,http://mp3stream4.abradio.cz/domino128.mp3,audio/mpeg,200
cs,Web Radio,Drumandbass Radio,http://ice3.abradio.cz/shadowbox128.mp3,audio/mpeg,200
cs,Web Radio,Oldies Rock,http://mp3stream4.abradio.cz/oldiesrock128.mp3,audio/mpeg,200
cs,Web Radio,Ohen v krbu,http://ice6.abradio.cz/relax-fire128.mp3,audio/mpeg,200
cs,Web Radio,Oldies radio,http://ice.abradio.cz/oldiesradio128.mp3,audio/mpeg,200
cs,Web Radio,Povidka,http://ice3.abradio.cz/povidka128.mp3,audio/mpeg,200
cs,Web Radio,Radio Krokodyl,http://icecast4.play.cz/krokodyl128.mp3,audio/mpeg,200
cs,Web Radio,Zpev vtaku,http://ice6.abradio.cz/relax-morning-birds128.mp3,audio/mpeg,200
cs,Web Radio,Radio Humor,http://mp3stream4.abradio.cz:8000/humor128.mp3,audio/mpeg,200
cs,Web Radio,Radio Humor,http://mp3stream4.abradio.cz/humor128.mp3,audio/mpeg,200
cs,Web Radio,Zvuk burky,http://ice6.abradio.cz/relax-thunder-rain128.mp3,audio/mpeg,200
cs,Web Radio,Dechovka,http://icecast5.play.cz:8000/dechovka128.mp3,audio/mpeg,200
cs,Web Radio,Radio Raggakings,https://raggakings.radio:8443/stream.ogg,audio/mpeg,200
cs,Web Radio,Zvuk mora,http://ice6.abradio.cz/relax-sea128.mp3,audio/mpeg,200
cs,Web Radio,Chillout,http://mp3stream4.abradio.cz/chillout128.mp3,audio/mpeg,200
cs,Web Radio,Folk,http://mp3stream2.abradio.cz:8000/folk.mp3,audio/mpeg,200
cs,Web Radio,Radio1,http://icecast1.play.cz/radio1.mp3,audio/mpeg,200
cs,Web Radio,Radio 1,https://icecast2.play.cz/radio1-192.mp3,audio/mpeg,200
cs,Web Radio,Radio Beat,http://icecast2.play.cz/radiobeat128.mp3,audio/mpeg,200
da,Web TV,TV2 Bornholm,http://live.tv2bornholm.dk/stream/live/master.m3u8,undefined,301
da,Web TV,TV2Ostjylland.dk,https://cdnapisec.kaltura.com/p/2102081/sp/2102081/playManifest/entryId/0_x4p3licd/flavorIds/0_pcvatr5k,0_aezqkdsi,0_dkeq429y,0_99pivdxs/deliveryProfileId/10552/protocol/https/format/applehttp/a.m3u8,text/html; charset=UTF-8,404
da,Web TV,Folketinget TV,https://cdnapi.kaltura.com/p/2158211/sp/327418300/playManifest/entryId/1_24gfa7qq/protocol/https/format/applehttp/a.m3u8,application/x-mpegurl,200
nl,Web TV,Omroep Flevoland,https://d5ms27yy6exnf.cloudfront.net/live/omroepflevoland/tv/2000/prog_index.m3u8,application/x-mpegURL,200
nl,Web TV,Omroep Flevoland Radio,https://d5ms27yy6exnf.cloudfront.net/live/omroepflevoland/radio/2000/prog_index.m3u8,application/x-mpegURL,200
nl,Web TV,Omroep Gelderland Radio,https://d2od87akyl46nm.cloudfront.net/live/omroepgelderland/kijkradio/index.m3u8,text/html,404
nl,Web TV,Lansingerland TV,https://streaming-outbound-video-02.rtvlansingerland.nl/hls/livetv/index.m3u8,application/vnd.apple.mpegurl,200
nl,Web TV,RTV Noord,https://media.rtvnoord.nl/live/rtvnoord/tv/index.m3u8,application/vnd.apple.mpegurl,200
nl,Web TV,RTV Noord Extra,https://media.rtvnoord.nl/live/rtvnoord/extra/index.m3u8,application/vnd.apple.mpegurl,200
nl,Web TV,Radio 350,https://stream.radio350.nl/hls/radio350.m3u8,application/vnd.apple.mpegurl,200
nl,Web TV,Bonce TV,https://seswa.bonce.tv/hls/bonceswa.m3u8,text/html,404
nl,Web TV,Qmusic.nl,https://dpp-qmusicnl-live.akamaized.net/streamx/QmusicNL.m3u8,application/x-mpegURL,200
nl,Web TV,Salto Brasa Music,https://salto-streams.nl/hls/sotv1_high.m3u8,application/vnd.apple.mpegurl,200
nl,Web TV,Salto MaLive,https://live.salto.nl/hls/malive_high.m3u8,application/vnd.apple.mpegurl,200
nl,Web TV,Salto ADE TV,https://live.salto.nl/hls/at5_high.m3u8,text/plain; charset=utf-8,404
nl,Web Radio,BNR NIEUWSRADIO,https://playerservices.streamtheworld.com/api/livestream-redirect/BNR_NIEUWSRADIO.mp3,undefined,302
nl,Web Radio,BNR Nieuwsradio,https://stream.bnr.nl/bnr_mp3_128_01,text/html,302
nl,Web Radio,Radio 538 Ibiza,https://playerservices.streamtheworld.com/api/livestream-redirect/TLPSTR19.mp3,undefined,302
nl,Web Radio,Radio 538 Drops,https://playerservices.streamtheworld.com/api/livestream-redirect/TLPSTR08.mp3,undefined,302
nl,Web Radio,Radio 538,https://playerservices.streamtheworld.com/api/livestream-redirect/RADIO538.mp3,undefined,302
nl,Web Radio,Radio 538 Hitzone,https://playerservices.streamtheworld.com/api/livestream-redirect/TLPSTR11.mp3,undefined,302
nl,Web Radio,Radio 538 Party,https://playerservices.streamtheworld.com/api/livestream-redirect/TLPSTR16.mp3,undefined,302
nl,Web Radio,Qmusic Nederland,https://stream.qmusic.nl/qmusic/aachigh,text/html,302
nl,Web Radio,Radio 538 Dance Department,https://playerservices.streamtheworld.com/api/livestream-redirect/TLPSTR01.mp3,undefined,302
nl,Web Radio,Radio 538 Verrückte Stunde,https://playerservices.streamtheworld.com/api/livestream-redirect/TLPSTR21.mp3,undefined,302
nl,Web Radio,Radio 538 Top 50 Radio,https://playerservices.streamtheworld.com/api/livestream-redirect/TLPSTR13.mp3,undefined,302
nl,Web Radio,Radio 538 Non-Stop,https://playerservices.streamtheworld.com/api/livestream-redirect/TLPSTR09.mp3,undefined,302
nl,Web Radio,100% NL,http://stream.100p.nl,text/html; charset=UTF-8,302
nl,Web Radio,Radio West,https://liveradio.omroepwest.nl/chunklist.m3u8,application/vnd.apple.mpegurl,200
nl,Web Radio,ZuidWest Radio,https://icecast.zuidwestfm.nl/zuidwest.mp3,audio/mpeg,200
nl,Web Radio,Omroep Flevoland Mp3,https://stream.omroepflevoland.nl/icecast/omroepflevoland/stream2,audio/mpeg,200
nl,Web Radio,Omroep Flevoland,https://stream.omroepflevoland.nl/icecast/omroepflevoland/stream1,audio/aacp,200
nl,Web Radio,radio Oost,https://mediacdn.rtvoost.nl/icecast/rtvoost/radio-oost-aac,audio/aacp,200
nl,Web Radio,Bijbelgelovende Radio,https://stream.radio.co/s9e53d1d27/listen,audio/mpeg,200
en,Web TV,Al Jazeera Live,https://live-hls-web-aje.getaj.net/AJE/index.m3u8,application/vnd.apple.mpegurl,200
en,Web TV,EbS Live (Europe by Satellite),https://euc-live.fl.freecaster.net/live/eucom/ebs-audio_int=96000-video=2600000.m3u8,text/html,500
en,Web TV,EbS+ Live (Europe by Satellite),https://euc-live.fl.freecaster.net/live/eucom/ebsp-audio_int=96000-video=2600000.m3u8,text/html,500
en,Web TV,AYV,https://1219373429.rsc.cdn77.org/live/stream-1/chunklist.m3u8,undefined,404
en,Web TV,DW-TV English,https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/index.m3u8,application/vnd.apple.mpegurl,200
en,Web TV,BritAsia TV,https://dai.ly/x6s18p8,text/html,301
en,Web TV,30A TV MUSIC,https://30a-tv.com/music.m3u8,application/vnd.apple.mpegurl,200
en,Web TV,NBC News,https://nbcnews2.akamaized.net/hls/live/723426/NBCNewsPlaymaker24x7Linear99a3a827-ua/master.m3u8,text/html,400
en,Web TV,30A TV,https://30a-tv.com/my999.m3u8,application/vnd.apple.mpegurl,200
en,Web TV,Angel TV America,https://cdn3.wowza.com/5/TDJ0aWNkNXFxWWta/angeltvcloud/ngrp:angelamerica_all/chunklist_b1431072.m3u8,text/plain,404
en,Web TV,CBN NEWS,https://bcovlive-a.akamaihd.net/re8d9f611ee4a490a9bb59e52db91414d/us-east-1/734546207001/playlist.m3u8,application/x-mpegURL,200
en,Web TV,cna tv,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8,application/x-mpegURL,200
en,Web TV,Trace Urban tv,https://lightning-traceurban-samsungau.amagi.tv/playlist.m3u8,application/vnd.apple.mpegurl,200
en,Web TV,Fashion TV,http://fash1043.cloudycdn.services/slive/_definst_/ftv_paris_adaptive.smil/chunklist.m3u8,application/x-mpegURL,200
en,Web TV,gospel TV,http://live-h1.frontlayer.net/fl492017/live/chunks.m3u8,text/html,404
en,Web TV,Leo jose,https://list.iptvcat.com/my_list/s/f941a1259615aa91505e37fe249fea5c.m3u8,text/html; charset=UTF-8,500
en,Web TV,OneNewsNetwork.us,http://oneamericanews-roku-us.amagi.tv/playlist.m3u8,application/vnd.apple.mpegurl,200
en,Web TV,LiveNOWfromFOX.us,https://fox-foxnewsnow-vizio.amagi.tv/playlist.m3u8,application/vnd.apple.mpegurl,200
nl,Web TV,omroep west,https://d2dslh4sd7yvc1.cloudfront.net/live/omroepwest/ngrp:tv-feed_all/playlist.m3u8,application/vnd.apple.mpegurl,200
en,Web TV,Wonder,https://wonder-samsung-uk.amagi.tv/playlist.m3u8,application/vnd.apple.mpegurl,200
en,Web TV,NRB Network [USA],https://uni10rtmp.tulix.tv/nrbtvlive/nrbtvlive.stream/playlist.m3u8,application/vnd.apple.mpegurl,200
en,Web TV,uctv,https://59e8e1c60a2b2.streamlock.net/509/509.stream/playlist.m3u8,application/vnd.apple.mpegurl,200
en,Web Radio,BBC Radio 1,https://a.files.bbci.co.uk/media/live/manifesto/audio/simulcast/dash/nonuk/dash_low/cfs/bbc_radio_one.mpd,text/html,410
en,Web Radio,BBC Radio 2,https://a.files.bbci.co.uk/media/live/manifesto/audio/simulcast/dash/nonuk/dash_low/cfs/bbc_radio_two.mpd,text/html,410
en,Web Radio,BBC Radio 3,https://a.files.bbci.co.uk/media/live/manifesto/audio/simulcast/dash/nonuk/dash_low/aks/bbc_radio_three.mpd,text/html,410
en,Web Radio,BBC Radio 4,https://a.files.bbci.co.uk/media/live/manifesto/audio/simulcast/dash/nonuk/dash_low/cfs/bbc_radio_fourfm.mpd,text/html,410
en,Web Radio,BFBS UK,http://tx.sharp-stream.com/icecast.php?i=ssvcbfbs1.mp3,text/html; charset=UTF-8,302
en,Web Radio,Baraza deep house radio,https://i6.streams.ovh/sc/barazar1/stream,audio/mpeg,200
en,Web Radio,Boston Media House,http://edge.iono.fm/xice/bmh_live_high.aac,audio/aac,200
en,Web Radio,Alex Jones - Infowars.com,http://stream.infowars.com,text/html,301
en,Web Radio,Radio Caroline,http://sc5.radiocaroline.net:8010/listen.pls,audio/x-scpls,200
en,Web Radio,legalcrimeradio.com,https://s44.myradiostream.com/8240/listen.mp3,text/html; charset=UTF-8,302
en,Web Radio,Joint Radio,http://jointil.com/broadcast/jointil_winamp.pls,text/html,301
en,Web Radio,Joint Radio Blues,http://jointil.com/broadcast/jointil_blues_winamp.pls,text/html,301
en,Web Radio,EWTN english,https://ewtn-sgrewind.streamguys1.com/sgrewind/english/playlist.m3u8,application/vnd.apple.mpegurl,200
en,Web Radio,Radio Paradise,http://stream-uk1.radioparadise.com/aac-320,audio/aac,200
en,Web Radio,LRN.FM - Liberty Radio Network - 64K Stream 24/7,http://s2.voscast.com:7392/listen.pls,audio/x-scpls,200
en,Web Radio,Joint Radio Reggae,https://jointil.com/stream-reggae,text/html,302
en,Web Radio,KBRD 680 AM Lacey Washington,http://205.134.192.90:680,audio/mpeg,200
en,Web Radio,Radio Paradise,https://stream.radioparadise.com/aac-64,audio/aac,200
en,Web Radio,Joint Radio Beat,https://jointil.com/stream-beat,text/html,302
en,Web Radio,Joint Radio Blues Rock,https://jointil.com/stream-blues,text/html,302
en,Web Radio,Queercraft Radio,http://mc.queercraft.net:8008/listen.pls,audio/x-scpls,200
en,Web Radio,Praise Radio - Radio For Life,http://streaming.live365.com/a70255,undefined,302
en,Web Radio,WFED Federal News Radio,http://playerservices.streamtheworld.com/api/livestream-redirect/WFEDAM.mp3?nocache=1454940168,undefined,302
en,Web Radio,Queercraft Radio,http://mc.queercraft.net:8008/,audio/mpeg,200
en,Web Radio,groovesalad (somafm),http://ice1.somafm.com/groovesalad-128-mp3,audio/mpeg,200
en,Web Radio,WRN English for Europe - www.wrn.org,http://shoutcast.wrn.org:8026/,audio/mpeg,200
en,Web Radio,LRN.FM - Liberty Radio Network,https://lrn.fm/files/lrn.pls,application/octet-stream,200
en,Web Radio,birdsong.fm,https://streaming.radio.co/s5c5da6a36/listen,text/html,403
en,Web Radio,Rockabilly-radio.net,http://lin3.ash.fast-serv.com:6026/stream_96,audio/mpeg,200
en,Web Radio,gnostic radio,https://s2.radio.co/sb5e5eca60/listen,text/html,403
en,Web Radio,1000 HITS Love,https://ais-sa2.cdnstream1.com/2210_128.mp3,audio/mpeg,200
en,Web Radio,Detour Talk Radio US,http://thedetour.us/player/talk.pls,text/html,302
en,Web Radio,1000 Christmas,https://ais-sa2.cdnstream1.com/2553_128.mp3,audio/mpeg,200
en,Web Radio,1000 HITS 80s,https://makri.cdnstream.com/1898_128,audio/mpeg,200
en,Web Radio,SomaFM Groove Salad,http://ice3.somafm.com/groovesalad-128-mp3,audio/mpeg,200
en,Web Radio,OLD CHRISTIAN RADIO,https://stream.radio.co/sf2c714555/listen,audio/mpeg,200
en,Web Radio,WFMU - Freeform Radio the Way it Oughta Be,https://wfmu.org/wfmu.pls,audio/x-scpls,200
en,Web Radio,Radio New Zealand International,http://radionz-ice.streamguys.com/international.mp3,audio/mpeg,200
en,Web Radio,Cheesy fm uk,http://listen-cheesyfm.sharp-stream.com/cheesyfm.mp3,audio/mpeg,200
en,Web Programmes,Sintel - Third Open Movie by Blender Foundation,https://video.blender.org/static/webseed/0eb052d0-fd51-43e6-aa33-ecdbf77a5d40-720.mp4,video/mp4,200
en,Web Programmes,Tears of Steel - Blender VFX Open Movie,https://video.blender.org/static/webseed/8533ea43-4271-4a57-9694-e9d0b35e1aa1-720.mp4,video/mp4,200
en,Web Programmes,Elephants Dream,https://video.blender.org/static/webseed/cccc3e60-0291-4ecc-aa56-39b2e2c7d0d5-720.mp4,video/mp4,200
en,Web Programmes,Sprite Fright - Open Movie by Blender Studio,https://video.blender.org/download/videos/a69d68a5-a0e0-4a80-9d66-49f093c97aaf-720.mp4,text/html; charset=utf-8,200
en,Web Programmes,Glass Half - Blender animated cartoon,https://video.blender.org/static/webseed/64222c8a-c4c7-4b3b-9850-7fb2078edcf6-720.mp4,video/mp4,200
en,Web Programmes,Spring (Blender Open Movie),https://video.blender.org/static/webseed/3d95fb3d-c866-42c8-9db1-fe82f48ccb95-720.mp4,video/mp4,200
en,Web Programmes,Caminandes 2: Gran Dillama - Blender Animated Short,https://video.blender.org/static/webseed/fb70d459-48d2-4db5-adba-813c84f9200a-720.mp4,video/mp4,200
en,Web Programmes,Caminandes 3: Llamigos - Funny 3D Animated Short,https://video.blender.org/static/webseed/23f3ef79-15dc-44c5-aa45-cf92e78a4509-720.mp4,video/mp4,200
en,Web Programmes,Big Buck Bunny Movie (Official Blender Foundation Short film),https://video.blender.org/static/webseed/bf1f3fb5-b119-4f9f-9930-8e20e892b898-720.mp4,video/mp4,200
en,Web Programmes,Agent 327: Operation Barbershop,https://video.blender.org/static/webseed/264ff760-803e-430e-8d81-15648e904183-720.mp4,video/mp4,200
en,Web Programmes,Coffee Run - Blender Open Movie,https://video.blender.org/static/webseed/ff8fe61b-026f-4f07-b66b-2a790d6f6ab1-720.mp4,video/mp4,200
en,Web Programmes,Cosmos Laundromat - First Cycle. Official Blender Foundation release,https://video.blender.org/static/webseed/f507dfdc-e73e-45a4-9778-d758cbe1ce96-720.mp4,video/mp4,200
et,Web TV,ETV2 Ⓖ,http://sb.err.ee/live/etv2.m3u8,application/vnd.apple.mpegurl,200
et,Web TV,ETV Ⓖ,http://sb.err.ee/live/etv.m3u8,application/vnd.apple.mpegurl,200
et,Web TV,Life TV,https://lifetv.bitflip.ee/live/stream1_1/index.m3u8,text/html,301
et,Web TV,ETV,https://sb.err.ee/live/etv.m3u8,application/vnd.apple.mpegurl,200
et,Web TV,Taevas TV7,https://vod.tv7.fi/tv7-ee/_definst_/smil:tv7-ee.smil/playlist.m3u8,application/vnd.apple.mpegurl,200
et,Web Radio,Raadio Kuku,https://router.euddn.net/8103046e16b71d15d692b57c187875c7/kuku.mp3,text/html,302
et,Web Radio,PWR HIT RADIO,https://ice.leviracloud.eu/phr96-aac,audio/aac,200
fi,Web Radio,Radio Rapu,http://listen.shoutcast.com/RadioRapu,text/html,404
fr,Web TV,clubbingtv.com,https://clubbingtv-rakuten.amagi.tv/playlist720_p.m3u8,application/vnd.apple.mpegurl,200
fr,Web TV,CGTN Français,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8,application/octet-stream,200
fr,Web TV,trace.tv,https://lightning-traceurban-samsungau.amagi.tv/playlist720p.m3u8,application/vnd.apple.mpegurl,200
fr,Web TV,rougetv.ch,http://edge14.vedge.infomaniak.com/livecast/event.stream/chunklist_w190750142.m3u8,application/vnd.apple.mpegurl,200
fr,Web TV,BX1,https://59959724487e3.streamlock.net/stream/live/chunklist_w1203497461.m3u8,application/vnd.apple.mpegurl,200
fr,Web TV,Monde du Loisir TV,http://tv.mondeduloisir.fr:1935/tixtv/smil:web.smil/chunklist_w822985751_b3555000_t64SEQ=.m3u8,application/vnd.apple.mpegurl,200
fr,Web TV,generations.fr,https://edge19.vedge.infomaniak.com/livecast/ik:generation-tv/chunklist_w697757887.m3u8,application/vnd.apple.mpegurl,200
fr,Web TV,dbm-tv.fr,http://dbmtv.vedge.infomaniak.com/livecast/dbmtv/playlist.m3u8,undefined,302
fr,Web TV,QwestTVMix.fr,https://cdn-ue1-prod.tsv2.amagi.tv/linear/qwestAAAA-qwestmix-uk-samsungtv/playlist.m3u8,text/html; charset=utf-8,302
fr,Web TV,TVM 3,http://livevideo.infomaniak.com/streaming/livecast/tvm3/playlist.m3u8,text/html; charset=UTF-8,301
fr,Web TV,QwestTVJazzBeyond.fr,https://cdn-ue1-prod.tsv2.amagi.tv/linear/qwestAAAA-qwestjazz-uk-samsungtv/playlist.m3u8,text/html; charset=utf-8,302
fr,Web TV,Ivoire Channel,https://video1.getstreamhosting.com:1936/8244/8244/chunklist_w1227324980.m3u8,application/vnd.apple.mpegurl,200
fr,Web Radio,Radio Junior (Haut débit),http://91.121.62.121:8080/listen.pls,audio/x-scpls,200
fr,Web Radio,Beur FM,http://broadcast.infomaniak.ch/beurfm-high.mp3,text/html,302
fr,Web Radio,BEL RTL,http://audiostream.rtl.be/belrtl128,text/html,404
fr,Web Radio,Ado FM,http://broadcast.infomaniak.ch/start-adofm-high.mp3,text/html,302
fr,Web Radio,103 Radio (320kb/s),http://streaming.103radio.fr/320,audio/mpeg,200
fr,Web Radio,Bide et Musique,http://relay2.bide-et-musique.com:9100,audio/mpeg,200
fr,Web Radio,Chante France,http://stream.chantefrance.com/stream_chante_france.mp3,text/html; charset=UTF-8,302
fr,Web Radio,103 Radio (128kb/s),http://streaming.103radio.fr/128,audio/mpeg,200
fr,Web Radio,Evasion FM,http://stream1.evasionfm.com/Paris,text/html; charset=UTF-8,302
fr,Web Radio,FIP,https://stream.radiofrance.fr/fip/fip_hifi.m3u8,application/vnd.apple.mpegurl,200
fr,Web Radio,FIP électro,https://stream.radiofrance.fr/fipelectro/fipelectro_hifi.m3u8,application/vnd.apple.mpegurl,200
fr,Web Radio,FIP groove,https://stream.radiofrance.fr/fipgroove/fipgroove_hifi.m3u8,application/vnd.apple.mpegurl,200
fr,Web Radio,FIP Jazz,http://direct.fipradio.fr/live/fip-webradio2.mp3,text/html,301
fr,Web Radio,Couleur 3,http://stream.srg-ssr.ch/m/couleur3/mp3_128,audio/mpeg,200
fr,Web Radio,FIP Nouveauté,http://direct.fipradio.fr/live/fip-webradio5.mp3,text/html,301
fr,Web Radio,FIP,http://direct.fipradio.fr/live/fip-midfi.mp3,text/html,301
fr,Web Radio,FIP Monde,http://direct.fipradio.fr/live/fip-webradio4.mp3,text/html,301
fr,Web Radio,Eko des Garrigues (MP3),http://91.121.159.124:8000/eko-des-garrigues-128k.mp3,audio/mpeg,200
fr,Web Radio,FIP rock,https://stream.radiofrance.fr/fiprock/fiprock_hifi.m3u8,application/vnd.apple.mpegurl,200
fr,Web Radio,France Bleu - Bourgogne,http://direct.francebleu.fr/live/fbbourgogne-midfi.mp3,text/html,301
fr,Web Radio,France Bleu - Berry,http://direct.francebleu.fr/live/fbberry-midfi.mp3,text/html,301
fr,Web Radio,France Bleu - Champagne-Ardenne,http://direct.francebleu.fr/live/fbchampagne-midfi.mp3,text/html,301
fr,Web Radio,France Bleu - Cotentin,http://direct.francebleu.fr/live/fbcotentin-midfi.mp3,text/html,301
